date,tenant_id,channel,campaign_id,creative_id,creative_type,spend,impressions,clicks,conversions,revenue,roas
2025-11-24,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,15130.1,19517,372,10,61278.55,4.05
2025-11-24,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,2738.23,3532,67,1,11090.12,4.05
2025-11-24,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,4490.12,5792,110,2,18185.46,4.05
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,10186.29,14799,349,7,48398.64,4.75
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,4773.66,6935,163,3,22681.32,4.75
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,746.81,1085,25,0,3548.34,4.75
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,5740.98,8341,197,4,27277.4,4.75
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,9004.29,13082,309,7,42782.53,4.75
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,13527.32,19653,464,10,64273.01,4.75
2025-11-25,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,2191.16,3183,75,1,10410.97,4.75
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,1356.88,1782,41,1,6103.81,4.5
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,4338.9,5699,132,3,19518.14,4.5
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,5146.8,6760,157,3,23152.43,4.5
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,4759.52,6251,145,3,21410.3,4.5
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,8884.46,11670,272,6,39965.98,4.5
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,4436.86,5827,135,3,19958.84,4.5
2025-11-26,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,2233.0,2933,68,1,10044.97,4.5
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,3682.22,5001,117,2,15608.66,4.24
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,1594.05,2165,51,1,6757.07,4.24
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,5246.99,7126,167,3,22241.62,4.24
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,3589.18,4875,114,2,15214.3,4.24
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,2323.0,3155,74,1,9847.04,4.24
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,11337.5,15399,362,7,48058.87,4.24
2025-11-27,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,6728.25,9138,215,4,28520.59,4.24
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,10237.89,12826,238,5,32831.67,3.21
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,16228.95,20332,378,8,52044.3,3.21
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,4718.57,5911,110,2,15131.87,3.21
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,6289.36,7879,146,3,20169.24,3.21
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3475.37,4354,81,1,11145.08,3.21
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,4133.69,5178,96,2,13256.26,3.21
2025-11-28,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,6221.23,7794,145,3,19950.73,3.21
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,6820.8,9027,199,5,33211.99,4.87
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,1274.66,1687,37,1,6206.62,4.87
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,6925.35,9166,202,5,33721.07,4.87
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,3803.16,5033,111,3,18518.42,4.87
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3493.28,4623,102,2,17009.57,4.87
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,5386.37,7129,157,4,26227.43,4.87
2025-11-29,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,1080.12,1429,31,0,5259.36,4.87
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,3180.75,4114,85,2,12667.25,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,1158.07,1498,31,0,4612.0,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,8400.47,10866,225,5,33454.7,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,6367.34,8236,170,4,25357.8,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,1826.67,2362,49,1,7274.68,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,1899.39,2457,50,1,7564.27,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,3179.36,4112,85,2,12661.72,3.98
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,1098.58,1411,27,0,3805.36,3.46
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,6978.21,8966,175,3,24171.68,3.46
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,4001.64,5141,100,2,13861.2,3.46
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,2356.38,3027,59,1,8162.21,3.46
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,2485.29,3193,62,1,8608.74,3.46
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,5824.55,7483,146,3,20175.57,3.46
2025-12-01,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,5402.61,6941,135,3,18714.01,3.46
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,3318.76,4343,79,2,14637.93,4.41
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,11063.46,14480,266,8,48797.28,4.41
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,12631.16,16532,304,9,55711.86,4.41
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,7778.14,10180,187,5,34306.82,4.41
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,1013.56,1326,24,0,4470.48,4.41
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,2896.12,3790,69,2,12773.85,4.41
2025-12-02,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,4127.63,5402,99,2,18205.62,4.41
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,4812.9,6315,124,2,17194.48,3.57
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,6279.98,8240,162,3,22435.72,3.57
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,3116.3,4089,80,1,11133.22,3.57
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,2807.74,3684,72,1,10030.89,3.57
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,6834.86,8968,176,4,24418.08,3.57
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,1583.38,2077,40,0,5656.75,3.57
2025-12-03,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,5267.05,6911,136,3,18816.97,3.57
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,3520.92,4746,89,2,16755.36,4.76
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,6176.05,8326,156,4,29390.57,4.76
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,9565.33,12895,242,7,45519.48,4.76
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,2142.98,2889,54,1,10198.0,4.76
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,6453.43,8700,163,5,30710.58,4.76
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,3918.31,5282,99,3,18646.47,4.76
2025-12-04,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,16882.22,22759,428,13,80339.1,4.76
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,1318.4,1754,39,1,7794.24,5.91
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,16169.98,21522,489,15,95595.57,5.91
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,5510.9,7335,166,5,32579.95,5.91
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,7392.82,9840,223,7,43705.72,5.91
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3280.71,4366,99,3,19395.3,5.91
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,6018.47,8010,182,5,35580.66,5.91
2025-12-05,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,5661.47,7535,171,5,33470.14,5.91
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,4785.77,6601,127,2,17702.67,3.7
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,4780.69,6594,126,2,17683.86,3.7
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,3434.2,4736,91,2,12703.18,3.7
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,9967.18,13748,264,6,36868.81,3.7
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,2606.62,3595,69,1,9641.95,3.7
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,2323.23,3204,61,1,8593.7,3.7
2025-12-06,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,8344.54,11509,221,5,30866.63,3.7
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,4383.64,5842,129,4,24647.43,5.62
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,5529.7,7369,163,5,31091.24,5.62
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,6264.0,8348,185,5,35219.95,5.62
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,6300.16,8396,186,5,35423.26,5.62
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,1314.91,1752,38,1,7393.21,5.62
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,3201.04,4266,94,2,17998.14,5.62
2025-12-07,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,1184.91,1579,35,1,6662.26,5.62
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,8311.45,12245,278,6,37311.28,4.49
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,4163.34,6133,139,3,18689.82,4.49
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,3056.88,4503,102,2,13722.77,4.49
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,6424.18,9464,215,4,28839.06,4.49
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,2977.96,4387,99,2,13368.47,4.49
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,4507.19,6640,150,3,20233.4,4.49
2025-12-08,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,3137.2,4622,105,2,14083.32,4.49
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,4982.04,6101,117,3,21887.22,4.39
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,2833.18,3469,67,2,12446.8,4.39
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,4370.97,5352,103,3,19202.69,4.39
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,2144.59,2626,50,1,9421.66,4.39
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3100.81,3797,73,2,13622.57,4.39
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,3530.54,4323,83,2,15510.47,4.39
2025-12-09,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,9553.2,11699,226,6,41969.39,4.39
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,5136.46,6581,124,3,23374.1,4.55
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,4390.18,5625,106,3,19978.04,4.55
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,2724.93,3491,65,2,12400.11,4.55
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,5654.15,7244,136,4,25729.9,4.55
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,4503.15,5769,109,3,20492.14,4.55
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,2487.6,3187,60,1,11320.12,4.55
2025-12-10,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,7241.59,9278,175,5,32953.74,4.55
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,11022.1,13946,302,8,52231.2,4.74
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,6143.4,7773,168,4,29112.14,4.74
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,3825.98,4841,105,2,18130.41,4.74
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,4415.54,5586,121,3,20924.21,4.74
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,2359.25,2985,64,1,11179.96,4.74
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,2736.8,3462,75,2,12969.08,4.74
2025-12-11,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,18361.85,23233,504,14,87012.56,4.74
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,2801.68,3524,62,1,9971.03,3.56
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,11684.69,14700,262,6,41585.22,3.56
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,2835.53,3567,63,1,10091.52,3.56
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,5316.48,6688,119,3,18921.07,3.56
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3553.33,4470,79,2,12646.12,3.56
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,4018.65,5055,90,2,14302.17,3.56
2025-12-12,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,5746.08,7229,128,3,20450.0,3.56
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,15252.76,20441,465,11,73019.87,4.79
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,3337.32,4472,101,2,15976.82,4.79
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,2832.49,3795,86,2,13560.02,4.79
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,2080.61,2788,63,1,9960.55,4.79
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,1218.44,1632,37,0,5833.06,4.79
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,6468.09,8668,197,5,30964.82,4.79
2025-12-13,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,3177.98,4258,96,2,15214.01,4.79
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,3768.13,5185,88,1,11856.0,3.15
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,639.18,879,15,0,2011.09,3.15
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,8573.03,11797,201,4,26974.06,3.15
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,2380.41,3275,56,1,7489.68,3.15
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,5679.69,7816,133,2,17870.49,3.15
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,5809.34,7994,136,2,18278.41,3.15
2025-12-14,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,2201.05,3029,51,1,6925.35,3.15
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,5409.23,7156,126,3,19346.02,3.58
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,7009.55,9274,164,4,25069.52,3.58
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,7561.23,10004,177,4,27042.61,3.58
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,1065.18,1409,24,0,3809.6,3.58
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,4655.16,6159,109,2,16649.1,3.58
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,7145.91,9454,167,4,25557.2,3.58
2025-12-15,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,4637.73,6136,108,2,16586.74,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,6521.62,7867,136,3,23328.65,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,7164.92,8643,150,4,25629.81,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,6053.68,7303,127,3,21654.75,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,825.79,996,17,0,2953.95,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,4662.18,5624,97,2,16677.21,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,8354.83,10079,175,4,29886.27,3.58
2025-12-16,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,10708.28,12918,224,6,38304.84,3.58
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,6043.7,7530,136,4,25623.72,4.24
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,8497.1,10587,192,5,36025.48,4.24
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,1683.65,2097,38,1,7138.25,4.24
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,5959.85,7426,134,4,25268.21,4.24
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,1388.6,1730,31,0,5887.31,4.24
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,1356.8,1690,30,0,5752.48,4.24
2025-12-17,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,6690.35,8336,151,4,28365.34,4.24
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,9739.49,12286,224,5,35088.26,3.6
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,3636.98,4588,83,2,13102.87,3.6
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,3937.47,4967,90,2,14185.44,3.6
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,8780.35,11076,202,5,31632.78,3.6
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,4096.7,5167,94,2,14759.09,3.6
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,5120.78,6459,117,3,18448.52,3.6
2025-12-18,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,10356.8,13065,238,6,37312.21,3.6
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,2164.96,2692,55,1,8537.42,3.94
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,4878.46,6067,125,3,19238.01,3.94
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,6323.35,7864,163,4,24935.85,3.94
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,5403.16,6720,139,3,21307.12,3.94
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,2090.18,2599,53,1,8242.54,3.94
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,5543.34,6894,142,3,21859.89,3.94
2025-12-19,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,10682.85,13287,275,6,42127.32,3.94
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,6801.86,8531,146,3,18872.63,2.77
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,2857.52,3584,61,1,7928.55,2.77
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,4490.88,5632,96,2,12460.52,2.77
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,6511.11,8166,140,2,18065.93,2.77
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3848.43,4826,82,1,10677.98,2.77
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,4939.34,6195,106,2,13704.85,2.77
2025-12-20,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,1297.82,1627,27,0,3600.96,2.77
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,4394.9,5772,108,2,16332.56,3.72
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,3095.14,4065,76,1,11502.32,3.72
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-03,image,4810.08,6317,118,2,17875.47,3.72
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-04,image,1518.71,1994,37,0,5643.89,3.72
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-05,video,3572.01,4691,87,2,13274.47,3.72
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-06,image,5327.38,6997,131,3,19797.87,3.72
2025-12-21,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-07,image,11716.25,15388,288,7,43540.55,3.72
2025-12-22,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-01,video,2526.06,3160,64,1,8840.02,3.5
2025-12-22,bank-of-jamaica,Meta,BAN-002,CR-BAN-002-02,carousel,5613.72,7023,143,3,19645.43,3.5
